Facility ID,Facility name,Company name,City,Address,Postal code,Province,Latitude,Longitude,Total emissions,Units,Report year,Industry classification,Industry classification link,Facility information,Facility details
11441,Pinto Oil Battery 03-07,Crescent Point Energy Corp.,n/a,,N/A,Saskatchewan,49.01592,-102.66967,11.8,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11441-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111441&GoCTemplateCulture=en-CA
"
11442,Pinto Oil Battery 16-21,Crescent Point Energy Corp.,N/A,,N/A,Saskatchewan,49.05616,-102.61385,14.13,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11442-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111442&GoCTemplateCulture=en-CA
"
11443,Wapiti Gas Battery 03-36,NuVista Energy Ltd.,Calgary,2500 525 8 Avenue Southwest,N/A,Alberta,54.66332,-118.77128,57.25,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11443-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111443&GoCTemplateCulture=en-CA
"
11444,HARMON VALLEY 01-02-084-19W5,Baytex Energy Ltd,HARMON VALLEY,,N/A,Alberta,56.24834,-116.87518,10.13,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,In-situ oil sands extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211141,https://climate-change.canada.ca/facility-emissions/GHGRP-G11444-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111444&GoCTemplateCulture=en-CA
"
11445,SEAL 01-18-084-17W5,Baytex Energy Ltd,Seal,,N/A,Alberta,56.27684,-116.66578,10.99,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,In-situ oil sands extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211141,https://climate-change.canada.ca/facility-emissions/GHGRP-G11445-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111445&GoCTemplateCulture=en-CA
"
11446,HARMON VALLEY 05-13-084-19W5,Baytex Energy Ltd,HARMON VALLEY,,N/A,Alberta,56.28088,-116.87279,12.47,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,In-situ oil sands extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211141,https://climate-change.canada.ca/facility-emissions/GHGRP-G11446-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111446&GoCTemplateCulture=en-CA
"
11447,Progress Gold Creek 5-11,Progress Energy Canada Ltd.,Gold Creek,,N/A,Alberta,54.87039,-118.8102,13.35,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11447-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111447&GoCTemplateCulture=en-CA
"
11448,Kelt Laglace 14-29 Battery,Kelt Exploration,N/A,,N/A,Alberta,55.44636,-119.19392,13.83,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11448-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111448&GoCTemplateCulture=en-CA
"
11449,Mountain Road Landfill,Regional Municipality of Niagara,Niagara Falls, 2390 Mewburn Road,L2E 6S4,Ontario,43.81398,-79.73137,58.36,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Waste Treatment & Disposal,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=562210,https://climate-change.canada.ca/facility-emissions/GHGRP-G11449-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111449&GoCTemplateCulture=en-CA
"
11450,Torc Macoun Oil Battery 06-24-004-09W2,TORC Oil & Gas Ltd.,Macoun,,N/A,Saskatchewan,49.30982,-103.09669,11.11,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11450-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111450&GoCTemplateCulture=en-CA
"
11451,Cynthia GP & Bty,Keyera Corp,Cynthia,,N/A,Alberta,53.25609,-115.55297,18.47,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11451-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111451&GoCTemplateCulture=en-CA
"
11452,7Gen Pad 2 - 01-02-064-05 W6M,Seven Generations Energy Ltd.,Kakwa,,N/A,Alberta,54.50343,-118.63289,43.38,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11452-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111452&GoCTemplateCulture=en-CA
"
11453,7Gen Pad 4 - 07-04-064-05 W6M,Seven Generations Energy Ltd.,Kakwa,,N/A,Alberta,54.50708,-118.68952,46.15,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11453-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111453&GoCTemplateCulture=en-CA
"
11454,7Gen Pad 8 - 13-08-064-04 W6M,Seven Generations Energy Ltd.,Kakwa,,N/A,Alberta,54.52879,-118.57619,37.81,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11454-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111454&GoCTemplateCulture=en-CA
"
11455,7Gen Pad 29 - 16-29-064-05 W6M,Seven Generations Energy Ltd.,Kakwa,,N/A,Alberta,54.57255,-118.70841,43.86,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11455-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111455&GoCTemplateCulture=en-CA
"
11456,Kaybob 15-28,SemCams ULC,Kaybob,,N/A,Alberta,54.39771,-116.93578,12.95,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11456-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111456&GoCTemplateCulture=en-CA
"
11457,PARA KARR 06-18 COMPRESSOR,Paramount Resources Ltd.,Calgary,2800 421 7 Avenue Southwest,T2P 4K9,Alberta,54.71055,-118.59518,66.4,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11457-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111457&GoCTemplateCulture=en-CA
"
11458,PARA 16-21-63-4W6 GAS MULTIWELL GRP,Seven Generations Energy Ltd.,n/a,,N/A,Alberta,54.47059,-118.53223,15.95,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11458-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111458&GoCTemplateCulture=en-CA
"
11459,Musreau II 09-26-062-6W6,Pembina Pipeline Corporation,N/A,,N/A,Alberta,54.39407,-118.77809,23.73,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11459-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111459&GoCTemplateCulture=en-CA
"
11460,Plover SAGD 06-22,Cona Resources Ltd.,-,,N/A,Saskatchewan,52.01782,-109.63656,38.24,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11460-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111460&GoCTemplateCulture=en-CA
"
11461,Spirit River GP 03-10-077-07-W6,Tourmaline Oil Corp,Grand Prairie,,N/A,Alberta,53.65227,-118.99922,41.91,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11461-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111461&GoCTemplateCulture=en-CA
"
11462,Pipestone Comp Stn 16-34,Encana Corporation,n/a,,T2P 2S5,Alberta,55.11051,-119.27513,49.04,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11462-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111462&GoCTemplateCulture=en-CA
"
11463,Harley 08-10-057-27-W5,Tourmaline Oil Corp,Grand Cache,,N/A,Alberta,53.9101,-117.9189,16.8,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11463-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111463&GoCTemplateCulture=en-CA
"
11464,Saturn Comp Stn 15-27,Encana Corporation,N/A,,N/A,British Columbia,55.88163,-120.56781,13.12,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11464-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111464&GoCTemplateCulture=en-CA
"
11465,Town Comp Stn. B-8-I,Progress Energy Canada Ltd.,N/A,,N/A,British Columbia,56.91875,-122.09687,33.02,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11465-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111465&GoCTemplateCulture=en-CA
"
11466,Lily Comp. Stn. A-46-G,Progress Energy Canada Ltd.,Fort St. John,  N/A,N/A,British Columbia,57.11875,-122.69062,14.1,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11466-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111466&GoCTemplateCulture=en-CA
"
11467,Graham C-77-F,Progress Energy Canada Ltd.,Fort St John,,N/A,British Columbia,56.39792,-122.33437,15.3,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11467-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111467&GoCTemplateCulture=en-CA
"
11468,Wildboy Compressor Station C-051-L,Predator Oil BC Ltd.,n/a,  n/a,N/A,British Columbia,59.46458,-121.38437,10.45,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11468-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111468&GoCTemplateCulture=en-CA
"
11469,Wilder Sweet Gas Plant 10-14,Crew Energy Inc.,n/a,,N/A,British Columbia,56.11009,-121.02236,42.66,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11469-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111469&GoCTemplateCulture=en-CA
"
11470,BFC Valcartier,DEPARTMENT OF NATIONAL DEFENCE,Courcelette, 628 Dugas,G0A 4Z0,Quebec,46.88509,-71.48932,27.81,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Defense Services,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=911110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11470-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111470&GoCTemplateCulture=en-CA
"
11471,Kelt Pouce Coupe 103/06-33-077-11W6M,Kelt Exploration,Pouce Coupe,,N/A,Alberta,55.71407,-119.64536,26.86,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11471-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111471&GoCTemplateCulture=en-CA
"
11472,Gahcho Kue Mine,De Beers Canada Incorporated,Kennady Lake,  Kennady Lake,N/A,Northwest Territories,63.43,-109.2,0.1,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Diamond Mines,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=212392,https://climate-change.canada.ca/facility-emissions/GHGRP-G11472-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111472&GoCTemplateCulture=en-CA
"
11473,Gleichen Comp Stn 13-26,Encana Corporation,N/A,,N/A,Alberta,50.81798,-113.09486,12.27,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11473-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111473&GoCTemplateCulture=en-CA
"
11474,Redland South Comp Station 06-04,Encana Corporation,N/A,,N/A,Alberta,51.27608,-112.90275,15.45,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11474-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111474&GoCTemplateCulture=en-CA
"
11475,PFI Carrot Creek 08-36-051-14W5 GGS,Velvet Energy Ltd., Yellowhead County,  *Near* Range Road 134 (3.6 km ENE),T0E 0G0,Alberta,53.44466,-115.92104,24.69,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11475-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111475&GoCTemplateCulture=en-CA
"
11476,Wapiti Gas Battery 08-10,NuVista Energy Ltd.,Calgary,2500 525 8 Avenue Southwest,T2P 1G1,Alberta,54.87059,-119.12257,47.1,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11476-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111476&GoCTemplateCulture=en-CA
"
11477,14-05-56-27 W3M,BlackPearl Resources Inc.,onion lake,,N/A,Saskatchewan,53.81495,-109.9864,183.69,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11477-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111477&GoCTemplateCulture=en-CA
"
11478,Carrier et Bégin inc.,Carrier et Bégin inc.,Saint-Honoré-de-Shenley, 484 Grand Shenley Route,G0M 1V0,Quebec,45.95709,-70.83427,19.94,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Sawmills (except Shingle & Shake Mills),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=321111,https://climate-change.canada.ca/facility-emissions/GHGRP-G11478-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111478&GoCTemplateCulture=en-CA
"
11479,Revolution Landfill,Revolution Landfill Acquisition GP Inc,Stoney Creek, 65 Mountain Road West,L8J 1X5,Ontario,43.1972,-79.7727,48.08,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Waste Treatment & Disposal,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=562210,https://climate-change.canada.ca/facility-emissions/GHGRP-G11479-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111479&GoCTemplateCulture=en-CA
"
11480,Ansell Comp 1-34-51-18w5,Tourmaline Oil Corp,Ansell,,N/A,Alberta,53.4464,-116.545,35.11,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11480-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111480&GoCTemplateCulture=en-CA
"
11481,Edson 04-17-051-18-W5,Tourmaline Oil Corp,Edson,,N/A,Alberta,53.39758,-116.62699,38.23,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11481-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111481&GoCTemplateCulture=en-CA
"
11482,Zeta Creek GP 11-10,Keyera Corp,Drayton Valley, 5211 Industrial Road,T7A 2A7,Alberta,53.21596,-115.67472,25.81,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11482-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111482&GoCTemplateCulture=en-CA
"
11483,Alder Flats Gas Plant 10-09,Bellatrix Exploration Ltd.,Calgary,1920 800 5th  Avenue Southwest,T2P 3T6,Alberta,52.86764,-115.0983,22.11,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11483-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111483&GoCTemplateCulture=en-CA
"
11484,13-11-062-27 W5M Simonette,Kanata Energy Group Ltd.,Grand Prairie,,N/A,Alberta,54.35542,-117.94996,19.89,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11484-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111484&GoCTemplateCulture=en-CA
"
11485, Tourmaline Chin/09-29 Ggs,Tourmaline Oil Corp,Calgary,3700 250 6th Avenue Southwest,N/A,Alberta,54.65603,-115.92001,24.82,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11485-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111485&GoCTemplateCulture=en-CA
"
11486,Tourmaline 12-06-081-07-W6,Tourmaline Oil Corp,Blueberry Mountain,,N/A,Alberta,55.99437,-119.09325,20.35,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Oil and Gas Extraction (except oil sands),http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=211110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11486-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111486&GoCTemplateCulture=en-CA
"
11487,Edmonton Rail,KM Canada Rail Holdings GP Limited,SHERWOOD PARK,,T8A 2A6,Alberta,53.53303,-113.37563,14.29,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Pipeline transportation of crude oil,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=486110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11487-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111487&GoCTemplateCulture=en-CA
"
11488,Air Liquide Canada- Dawson Creek,Air Liquide Canada Inc.,Dawson Creek, 2608 92 Avenue,V1G 4E6,British Columbia,55.78192,-120.30965,12.51,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Industrial Gas Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=325120,https://climate-change.canada.ca/facility-emissions/GHGRP-G11488-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111488&GoCTemplateCulture=en-CA
"
11489,Enerkem Alberta Biofuels,Enerkem Alberta Biofuels,Edmonton,460 250 Aurum Road Northeast,T6S 1G9,Alberta,53.59319,-113.338,16.26,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Other Basic Organic Chemical Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=325190,https://climate-change.canada.ca/facility-emissions/GHGRP-G11489-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111489&GoCTemplateCulture=en-CA
"
11490,Sunnybrook Health Sciences Centre,Sunnybrook Health Sciences Centre,Toronto, 2075 Bayview Avenue,M4N 3M5,Ontario,43.72161,-79.37596,24.81,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,General (except paediatric) hospitals,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=622111,https://climate-change.canada.ca/facility-emissions/GHGRP-G11490-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111490&GoCTemplateCulture=en-CA
"
11491,Kildair Sorel-Tracy Terminal,Kildair Service ULC,Sorel-Tracy, 11905 Industrielle Street,J3R0E7,Quebec,45.99802,-73.1627,11.41,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2017,Petrolem and petroleum products merchant wholesalers,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=307532&CVD=307548&CST=01012017&CLV=5&MLV=5&CPV=412110,https://climate-change.canada.ca/facility-emissions/GHGRP-G11491-2017.html ,"http://indicators-map.canada.ca/App/Detail?id=0111491&GoCTemplateCulture=en-CA
"
